Gender,Age,Height_cm,Weight_kg,BMI,Fitness_Goal,Goal_Weight_kg,Has_No_Equipment,Has_Dumbbells,Has_Stationary_Bike,Has_Resistance_Band,Has_Yoga_Mat
Female,21,160,105,41.0,Get Fit,105,1,0,0,1,0
Female,45,161,95,36.6,Lose Weight,90,0,0,1,1,0
Male,20,189,81,22.7,Get Fit,81,0,0,0,1,1
Other,48,153,61,26.1,Build Muscle,69,0,0,0,1,0
Male,59,183,81,24.2,Get Fit,81,1,0,1,1,0
Female,48,184,112,33.1,Build Muscle,122,0,0,1,1,0
Male,19,170,78,27.0,Lose Weight,63,1,0,0,1,0
Other,40,199,79,19.9,Lose Weight,75,0,1,0,0,0
Female,52,200,57,14.2,Lose Weight,45,0,1,1,0,0
Male,33,187,90,25.7,Get Fit,90,1,0,1,0,1
Other,40,186,68,19.7,Get Fit,68,0,0,0,1,0
Other,37,161,112,43.2,Lose Weight,108,0,1,0,0,0
Other,32,151,117,51.3,Build Muscle,119,0,1,0,0,1
Male,39,195,72,18.9,Build Muscle,74,0,1,0,0,0
Other,27,199,64,16.2,Get Fit,64,1,0,1,0,0
Other,60,175,62,20.2,Build Muscle,68,0,1,0,0,1
Other,45,200,112,28.0,Get Fit,112,0,1,1,0,0
Male,60,187,72,20.6,Build Muscle,78,1,1,1,0,0
Other,18,194,100,26.6,Get Fit,100,0,1,0,0,0
Other,38,189,78,21.8,Get Fit,78,1,0,0,1,1
Female,22,165,94,34.5,Build Muscle,98,1,1,1,0,0
Male,34,163,81,30.5,Get Fit,81,0,0,1,0,0
Female,24,196,50,13.0,Lose Weight,41,0,1,0,1,0
Female,49,174,94,31.0,Get Fit,94,1,0,0,1,0
Other,59,198,78,19.9,Lose Weight,68,1,0,0,0,0
Female,19,170,83,28.7,Lose Weight,79,0,1,0,1,0
Male,22,185,61,17.8,Build Muscle,70,1,0,1,1,0
Male,56,177,70,22.3,Lose Weight,66,0,1,0,0,1
Female,53,196,119,31.0,Build Muscle,125,1,1,0,0,0
Male,43,186,120,34.7,Build Muscle,124,0,0,1,0,0
Male,45,155,87,36.2,Get Fit,87,1,0,0,1,1
Male,19,163,71,26.7,Get Fit,71,1,0,0,1,0
Male,37,200,100,25.0,Build Muscle,109,1,0,1,0,1
Other,42,161,97,37.4,Build Muscle,104,0,0,0,1,0
Male,34,178,109,34.4,Build Muscle,114,1,0,0,0,1
Male,60,156,60,24.7,Get Fit,60,0,0,0,1,1
Other,32,185,57,16.7,Build Muscle,67,0,0,0,1,1
Other,33,180,88,27.2,Lose Weight,79,1,1,0,0,1
Female,29,160,77,30.1,Lose Weight,72,0,0,0,1,0
Male,45,162,68,25.9,Get Fit,68,1,0,1,0,0
Male,42,185,100,29.2,Get Fit,100,0,0,1,1,0
Male,57,187,116,33.2,Build Muscle,119,0,1,0,0,1
Other,55,187,62,17.7,Lose Weight,50,0,0,1,0,0
Other,40,176,83,26.8,Build Muscle,92,1,0,0,1,1
Male,35,175,68,22.2,Get Fit,68,1,1,0,1,0
Female,33,153,110,47.0,Build Muscle,117,0,0,1,0,0
Female,37,167,112,40.2,Get Fit,112,1,1,0,0,1
Female,46,199,91,23.0,Build Muscle,99,1,1,0,1,0
Male,44,197,112,28.9,Get Fit,112,1,1,0,0,0
Male,37,195,114,30.0,Build Muscle,118,1,0,0,1,1
Male,30,153,81,34.6,Lose Weight,71,0,0,1,0,0
Other,30,167,97,34.8,Build Muscle,107,1,0,0,0,1
Male,41,181,107,32.7,Lose Weight,97,0,1,1,0,1
Male,34,197,61,15.7,Build Muscle,63,1,1,0,0,0
Other,31,164,78,29.0,Get Fit,78,0,0,1,0,0
Other,44,182,52,15.7,Get Fit,52,0,0,0,1,0
Male,59,161,51,19.7,Lose Weight,44,0,1,1,0,1
Female,40,179,82,25.6,Lose Weight,72,0,0,0,1,1
Other,24,150,115,51.1,Get Fit,115,0,0,1,0,1
Female,24,180,58,17.9,Build Muscle,64,0,1,1,0,1
Other,59,169,74,25.9,Lose Weight,63,1,0,0,0,0
Other,43,192,90,24.4,Get Fit,90,1,0,0,0,0
Other,49,168,83,29.4,Build Muscle,91,1,1,0,0,0
Female,32,193,118,31.7,Get Fit,118,0,0,1,0,1
Male,60,185,73,21.3,Build Muscle,76,0,1,1,0,0
Other,53,198,73,18.6,Get Fit,73,1,1,0,0,0
Female,32,197,89,22.9,Build Muscle,96,0,0,1,0,1
Female,25,180,56,17.3,Get Fit,56,1,1,0,0,1
Male,50,157,98,39.8,Get Fit,98,1,0,0,1,0
Male,26,162,93,35.4,Build Muscle,102,0,0,1,0,0
Other,29,199,60,15.2,Build Muscle,67,0,1,1,1,0
Male,18,178,85,26.8,Lose Weight,70,0,0,0,0,1
Male,49,200,61,15.2,Lose Weight,49,0,0,0,1,1
Female,48,174,50,16.5,Lose Weight,39,0,0,1,0,0
Male,38,198,117,29.8,Lose Weight,114,1,1,0,0,1
Other,40,169,66,23.1,Lose Weight,57,1,0,1,0,1
Male,20,169,87,30.5,Build Muscle,97,0,1,1,0,1
Other,26,171,112,38.3,Build Muscle,117,0,0,0,1,0
Male,32,164,66,24.5,Lose Weight,52,0,0,0,0,1
Other,28,157,96,38.9,Get Fit,96,1,0,1,1,0
Female,52,189,56,15.7,Get Fit,56,1,0,0,0,0
Other,19,153,64,27.3,Build Muscle,73,1,0,1,0,0
Female,27,163,51,19.2,Build Muscle,59,1,0,1,1,0
Other,26,176,63,20.3,Get Fit,63,1,1,0,0,1
Male,24,181,75,22.9,Get Fit,75,0,0,1,0,0
Other,30,172,102,34.5,Build Muscle,106,0,0,0,0,1
Female,31,194,111,29.5,Build Muscle,116,1,0,0,0,0
Other,23,157,113,45.8,Lose Weight,109,1,1,0,0,1
Other,32,179,87,27.2,Build Muscle,96,1,0,0,0,0
Male,20,168,96,34.0,Get Fit,96,1,0,0,1,0
Male,20,150,67,29.8,Get Fit,67,0,1,1,0,1
Female,57,167,61,21.9,Build Muscle,68,1,0,0,0,0
Female,43,179,84,26.2,Build Muscle,93,1,1,0,0,0
Male,21,160,63,24.6,Build Muscle,72,0,1,1,1,0
Female,40,189,53,14.8,Get Fit,53,0,1,0,1,1
Male,44,178,55,17.4,Lose Weight,48,1,0,1,0,1
Other,51,199,78,19.7,Get Fit,78,1,0,0,0,1
Female,60,196,81,21.1,Build Muscle,88,0,1,1,1,0
Other,21,150,70,31.1,Get Fit,70,0,1,0,1,0
Male,49,170,80,27.7,Build Muscle,86,0,0,0,0,1
Male,53,191,98,26.9,Build Muscle,103,0,0,0,1,0
Female,54,178,61,19.3,Build Muscle,70,1,0,0,1,0
Other,59,151,63,27.6,Build Muscle,71,0,0,0,0,1
Other,18,155,88,36.6,Get Fit,88,0,1,0,1,1
Female,21,164,108,40.2,Build Muscle,118,0,0,1,1,1
Other,41,195,107,28.1,Lose Weight,103,1,1,0,0,1
Female,58,168,120,42.5,Get Fit,120,1,0,0,0,1
Male,49,158,102,40.9,Lose Weight,95,1,1,0,0,1
Female,31,179,74,23.1,Get Fit,74,1,0,0,1,0
Male,58,193,65,17.5,Build Muscle,74,0,1,0,1,1
Male,51,197,56,14.4,Get Fit,56,0,0,0,1,1
Other,29,194,72,19.1,Get Fit,72,1,0,0,0,0
Female,60,188,91,25.7,Get Fit,91,0,1,0,1,0
Female,43,171,87,29.8,Build Muscle,91,0,0,0,1,0
Other,50,169,120,42.0,Build Muscle,130,1,1,0,0,1
Other,36,193,94,25.2,Get Fit,94,0,1,0,0,0
Other,52,194,91,24.2,Get Fit,91,0,0,1,0,0
Other,48,187,103,29.5,Get Fit,103,0,1,1,0,1
Male,51,156,53,21.8,Build Muscle,57,1,0,0,0,0
Male,35,198,70,17.9,Build Muscle,76,1,0,0,0,0
Other,36,163,119,44.8,Lose Weight,111,1,1,0,0,0
Other,59,185,99,28.9,Lose Weight,88,1,1,1,0,0
Female,44,200,90,22.5,Get Fit,90,1,0,0,0,0
Other,34,162,106,40.4,Lose Weight,93,0,1,1,0,1
Male,36,178,72,22.7,Get Fit,72,0,1,0,0,0
Male,50,157,98,39.8,Lose Weight,89,0,0,1,0,1
Male,28,187,82,23.4,Lose Weight,74,1,1,0,0,0
Male,38,188,56,15.8,Get Fit,56,0,0,1,1,1
Other,40,154,90,37.9,Get Fit,90,0,1,0,0,0
Other,22,200,114,28.5,Lose Weight,105,1,0,0,1,1
Female,32,163,92,34.6,Build Muscle,99,0,1,0,1,0
Other,59,150,64,28.4,Get Fit,64,0,1,0,1,0
Other,57,189,81,22.7,Lose Weight,68,1,0,0,1,0
Female,34,184,86,25.4,Lose Weight,75,0,0,0,1,1
Female,20,168,74,26.2,Build Muscle,84,1,0,0,0,0
Male,52,184,50,14.8,Get Fit,50,0,1,0,0,0
Other,58,199,77,19.4,Get Fit,77,1,1,0,0,0
Other,45,191,59,16.2,Get Fit,59,1,1,0,0,1
Other,39,152,61,26.4,Lose Weight,58,0,0,1,0,0
Other,22,186,79,22.8,Build Muscle,87,0,0,0,1,1
Female,38,151,99,43.4,Get Fit,99,0,0,0,0,1
Male,59,196,58,15.1,Get Fit,58,1,1,0,0,1
Other,24,168,88,31.2,Get Fit,88,0,0,1,0,0
Female,42,175,53,17.3,Build Muscle,57,0,1,1,0,1
Female,52,168,68,24.1,Build Muscle,75,0,0,0,0,1
Other,27,157,55,22.3,Lose Weight,43,1,1,0,1,0
Male,40,163,102,38.4,Get Fit,102,1,1,0,0,1
Male,57,166,74,26.9,Lose Weight,69,1,0,1,0,1
Female,59,185,59,17.2,Build Muscle,62,1,1,0,0,0
Other,55,181,92,28.1,Build Muscle,96,1,1,0,0,1
Other,22,162,90,34.3,Build Muscle,99,0,0,1,0,1
Other,55,159,96,38.0,Build Muscle,104,1,0,0,0,0
Female,33,200,78,19.5,Get Fit,78,0,1,1,1,0
Male,39,180,109,33.6,Build Muscle,116,1,0,0,1,0
Male,59,188,60,17.0,Build Muscle,64,0,1,1,1,0
Other,22,196,59,15.4,Lose Weight,48,1,0,1,1,0
Male,20,185,83,24.3,Get Fit,83,0,1,0,1,1
Female,32,199,87,22.0,Lose Weight,77,1,1,0,0,1
Female,50,150,80,35.6,Get Fit,80,0,1,0,1,1
Male,29,186,68,19.7,Get Fit,68,1,0,1,1,0
Male,49,164,58,21.6,Build Muscle,65,1,0,0,0,0
Other,31,183,96,28.7,Build Muscle,105,1,0,0,0,1
Other,38,156,116,47.7,Get Fit,116,0,1,1,0,0
Female,59,174,96,31.7,Get Fit,96,1,1,1,0,0
Male,51,175,95,31.0,Build Muscle,104,1,0,0,0,1
Other,26,178,71,22.4,Lose Weight,67,1,1,1,0,0
Male,28,173,65,21.7,Get Fit,65,0,0,0,1,0
Female,25,180,111,34.3,Build Muscle,116,1,1,0,1,0
Male,20,158,70,28.0,Lose Weight,57,1,1,0,0,1
Male,34,161,116,44.8,Build Muscle,118,1,0,1,1,0
Female,56,180,111,34.3,Lose Weight,105,0,1,0,0,1
Other,29,189,115,32.2,Build Muscle,119,0,0,1,1,1
Other,22,164,98,36.4,Build Muscle,102,1,0,0,0,0
Male,51,182,103,31.1,Lose Weight,91,0,1,0,0,0
Female,57,188,54,15.3,Get Fit,54,1,1,0,0,1
Other,26,188,119,33.7,Lose Weight,104,0,1,0,1,1
Male,51,177,79,25.2,Build Muscle,87,1,0,0,0,1
Female,26,166,111,40.3,Lose Weight,107,0,0,0,1,1
Female,30,150,50,22.2,Get Fit,50,1,1,0,0,1
Other,31,194,90,23.9,Build Muscle,97,0,1,0,0,0
Female,59,187,82,23.4,Build Muscle,92,0,0,1,0,1
Other,35,193,100,26.8,Lose Weight,91,1,0,0,1,1
Female,53,185,111,32.4,Build Muscle,117,0,0,1,1,1
Male,60,157,79,32.0,Build Muscle,83,0,1,0,0,0
Other,43,200,93,23.2,Get Fit,93,1,1,0,1,0
Other,18,155,68,28.3,Build Muscle,76,1,0,0,0,0
Female,32,173,60,20.0,Get Fit,60,0,0,0,1,0
Female,57,191,116,31.8,Build Muscle,118,0,0,0,1,0
Female,18,162,116,44.2,Build Muscle,121,0,0,0,0,1
Other,51,194,79,21.0,Get Fit,79,1,0,0,0,0
Female,33,191,50,13.7,Lose Weight,46,0,0,1,1,0
Other,43,175,75,24.5,Get Fit,75,1,0,0,0,0
Male,53,168,94,33.3,Build Muscle,100,0,0,0,0,1
Male,47,175,50,16.3,Build Muscle,54,1,0,0,0,1
Other,22,182,87,26.3,Build Muscle,90,0,0,1,1,1
Female,42,186,111,32.1,Lose Weight,96,0,0,0,1,1
Other,19,180,64,19.8,Build Muscle,67,0,1,0,0,1
Female,44,172,116,39.2,Get Fit,116,0,0,1,0,0
Male,36,155,101,42.0,Get Fit,101,1,0,1,0,1
Male,48,170,95,32.9,Lose Weight,83,0,1,0,0,1
Female,30,165,80,29.4,Build Muscle,85,0,1,0,0,0
Male,57,172,69,23.3,Lose Weight,65,0,0,0,1,0
Other,18,198,119,30.4,Lose Weight,109,0,0,1,0,1
Female,54,167,112,40.2,Lose Weight,97,1,0,1,1,0
Other,26,153,117,50.0,Build Muscle,126,1,1,1,0,0
Other,29,179,65,20.3,Get Fit,65,0,0,1,1,1
Male,18,193,76,20.4,Build Muscle,79,0,0,1,0,1
Male,53,166,80,29.0,Build Muscle,89,1,0,1,0,1
Female,45,163,103,38.8,Get Fit,103,0,0,1,1,0
Female,46,161,66,25.5,Get Fit,66,1,1,1,0,0
Female,33,185,105,30.7,Build Muscle,110,0,1,0,0,0
Female,18,161,103,39.7,Build Muscle,107,0,1,1,0,1
Female,34,185,56,16.4,Build Muscle,59,1,1,0,1,0
Female,48,190,62,17.2,Build Muscle,69,0,0,1,0,1
Other,53,166,94,34.1,Lose Weight,85,0,0,1,0,0
Other,56,162,118,45.0,Lose Weight,103,0,0,1,0,1
Other,50,181,107,32.7,Lose Weight,98,0,0,1,1,1
Male,28,190,93,25.8,Build Muscle,101,1,0,0,0,0
Male,39,164,90,33.5,Build Muscle,96,0,1,1,1,0
Female,41,197,116,29.9,Build Muscle,124,0,1,0,0,0
Male,26,196,80,20.8,Get Fit,80,1,1,0,0,0
Male,43,156,62,25.5,Lose Weight,52,1,1,0,0,1
Other,23,156,83,34.1,Get Fit,83,1,0,0,0,0
Other,42,169,79,27.7,Lose Weight,65,0,1,0,1,0
Male,51,160,53,20.7,Lose Weight,40,0,0,1,1,0
Female,52,167,120,43.0,Build Muscle,124,0,1,1,0,1
Other,47,190,105,29.1,Get Fit,105,0,1,1,0,1
Female,52,164,61,22.7,Build Muscle,67,0,0,1,1,0
Male,37,150,50,22.2,Get Fit,50,0,0,1,0,0
Female,48,184,51,15.1,Get Fit,51,0,0,1,1,0
Male,45,168,79,28.0,Lose Weight,68,0,1,0,1,0
Other,45,175,81,26.4,Lose Weight,67,1,0,0,1,1
Female,23,177,80,25.5,Get Fit,80,0,0,1,1,1
Other,52,167,102,36.6,Lose Weight,98,0,1,0,0,0
Female,25,190,108,29.9,Get Fit,108,0,0,1,1,0
Male,38,151,69,30.3,Lose Weight,58,0,1,0,0,0
Male,36,167,66,23.7,Get Fit,66,1,1,0,0,0
Male,27,150,113,50.2,Lose Weight,105,0,0,1,1,0
Female,47,194,54,14.3,Build Muscle,57,1,0,0,0,0
Female,43,154,119,50.2,Build Muscle,123,0,0,1,0,0
Female,18,157,81,32.9,Build Muscle,90,1,0,0,0,0
Male,47,197,62,16.0,Get Fit,62,0,1,0,1,1
Other,37,170,70,24.2,Get Fit,70,1,1,0,0,1
Female,58,169,75,26.3,Build Muscle,77,1,1,0,1,0
Other,45,170,51,17.6,Lose Weight,36,1,0,0,0,1
Female,33,150,55,24.4,Get Fit,55,0,1,0,1,1
Male,33,160,113,44.1,Lose Weight,100,1,0,1,1,0
Female,59,159,118,46.7,Lose Weight,113,0,1,1,0,0
Other,59,198,94,24.0,Build Muscle,99,0,0,0,1,0
Female,26,166,55,20.0,Build Muscle,64,1,0,1,1,0
Other,29,184,94,27.8,Build Muscle,103,0,1,0,0,1
Male,51,159,107,42.3,Build Muscle,113,1,0,1,1,0
Other,50,174,73,24.1,Lose Weight,61,0,1,0,0,1
Female,22,192,118,32.0,Build Muscle,123,0,1,1,1,0
Female,38,176,91,29.4,Lose Weight,87,1,0,0,1,1
Male,20,162,63,24.0,Build Muscle,68,1,0,0,0,0
Other,59,174,112,37.0,Get Fit,112,1,0,1,0,1
Female,32,188,59,16.7,Lose Weight,53,1,1,0,1,0
Other,21,173,103,34.4,Build Muscle,105,1,0,1,0,1
Male,37,154,77,32.5,Get Fit,77,1,0,0,0,0
Other,32,184,99,29.2,Lose Weight,93,0,1,1,0,1
Other,53,176,63,20.3,Get Fit,63,0,0,1,1,1
Other,45,156,71,29.2,Lose Weight,60,0,0,1,0,1
Other,28,184,106,31.3,Build Muscle,113,0,1,1,0,1
Other,45,196,91,23.7,Get Fit,91,0,0,0,0,1
Other,31,174,120,39.6,Get Fit,120,0,0,1,1,0
Female,43,150,54,24.0,Build Muscle,56,1,1,1,0,0
Female,32,163,90,33.9,Lose Weight,75,1,1,1,0,0
Male,47,172,69,23.3,Lose Weight,62,0,1,0,0,1
Male,34,169,61,21.4,Get Fit,61,0,1,0,0,1
Other,22,196,91,23.7,Build Muscle,95,1,0,0,0,1
Other,59,169,54,18.9,Get Fit,54,1,0,0,1,1
Female,40,177,103,32.9,Lose Weight,88,0,0,0,0,1
Male,58,199,98,24.7,Lose Weight,91,1,0,1,1,0
Other,27,170,114,39.4,Get Fit,114,0,1,0,0,0
Male,43,178,114,36.0,Lose Weight,108,0,0,1,1,0
Male,26,171,60,20.5,Build Muscle,62,1,0,1,1,0
Female,50,177,66,21.1,Lose Weight,56,0,1,0,1,1
Other,54,162,117,44.6,Lose Weight,111,0,0,1,0,0
Female,38,193,61,16.4,Lose Weight,48,0,0,1,1,0
Female,30,170,94,32.5,Get Fit,94,1,0,1,0,1
Female,57,178,68,21.5,Build Muscle,70,0,1,0,0,0
Other,41,159,60,23.7,Lose Weight,46,0,1,0,0,0
Other,27,168,51,18.1,Build Muscle,54,0,0,0,1,1
Male,39,163,118,44.4,Lose Weight,112,0,0,1,1,1
Female,57,196,68,17.7,Get Fit,68,1,0,1,1,0
Other,51,152,82,35.5,Lose Weight,79,0,1,1,0,0
Male,47,191,51,14.0,Lose Weight,42,1,0,1,0,1
Male,36,191,99,27.1,Lose Weight,90,1,1,1,0,0
Other,52,155,73,30.4,Lose Weight,62,1,0,0,0,1
Male,33,183,89,26.6,Build Muscle,98,1,1,0,0,0
Female,40,172,88,29.7,Lose Weight,77,1,0,1,0,0
Female,19,185,85,24.8,Lose Weight,80,0,1,0,1,0
Male,42,183,79,23.6,Build Muscle,84,0,1,0,1,1
Other,39,178,119,37.6,Lose Weight,113,1,1,0,0,1
Female,51,158,105,42.1,Lose Weight,92,1,1,1,0,0
Other,52,196,65,16.9,Lose Weight,57,1,0,0,0,0
Female,44,176,88,28.4,Build Muscle,94,0,1,0,0,0
Male,26,161,53,20.4,Get Fit,53,0,1,1,0,1
Male,32,193,53,14.2,Build Muscle,56,0,1,1,1,0
Other,48,195,97,25.5,Lose Weight,88,0,1,0,1,0
Male,30,164,54,20.1,Build Muscle,56,0,1,0,1,0
Other,60,162,76,29.0,Lose Weight,71,0,0,0,1,1
Other,38,179,81,25.3,Build Muscle,89,0,0,0,0,1
Other,42,196,90,23.4,Build Muscle,100,1,1,0,0,1
Female,20,165,116,42.6,Get Fit,116,1,0,0,1,0
Other,58,153,74,31.6,Build Muscle,83,0,0,1,0,1
Female,28,177,87,27.8,Get Fit,87,0,0,0,0,1
Male,47,191,107,29.3,Lose Weight,93,1,1,1,0,0
Other,52,158,100,40.1,Build Muscle,107,1,1,0,0,0
Female,55,195,75,19.7,Build Muscle,78,0,1,1,0,0
Other,25,155,64,26.6,Get Fit,64,1,0,1,0,0
Other,42,196,115,29.9,Get Fit,115,0,0,0,1,0
Other,42,152,71,30.7,Build Muscle,75,0,1,0,0,0
Male,21,176,89,28.7,Build Muscle,98,1,1,0,0,0
Male,30,150,82,36.4,Lose Weight,72,1,0,0,1,0
Other,49,165,77,28.3,Get Fit,77,0,1,0,1,1
Female,23,188,50,14.1,Lose Weight,39,0,1,0,0,1
Male,29,159,57,22.5,Get Fit,57,1,1,0,0,0
Male,60,186,88,25.4,Build Muscle,91,1,0,0,0,0
Female,29,160,86,33.6,Get Fit,86,0,1,0,1,1
Other,55,173,54,18.0,Lose Weight,39,0,0,1,0,1
Female,22,198,104,26.5,Get Fit,104,0,0,1,0,0
Female,26,157,85,34.5,Build Muscle,95,0,1,0,0,1
Other,31,189,57,16.0,Lose Weight,45,1,1,0,0,1
Other,56,200,86,21.5,Build Muscle,93,0,0,1,0,1
Male,57,186,113,32.7,Get Fit,113,1,0,0,1,1
Other,32,195,87,22.9,Lose Weight,84,1,0,0,0,0
Female,58,200,65,16.2,Get Fit,65,0,0,0,0,1
Female,44,152,92,39.8,Build Muscle,102,1,1,1,0,0
Male,36,166,58,21.0,Build Muscle,64,1,0,1,0,1
Male,39,171,100,34.2,Get Fit,100,1,0,0,1,1
Male,39,171,111,38.0,Build Muscle,113,1,1,0,1,0
Other,47,184,92,27.2,Build Muscle,100,1,0,1,1,0
Other,38,185,118,34.5,Lose Weight,112,1,0,1,0,1
Male,35,151,93,40.8,Build Muscle,103,0,0,0,0,1
Other,42,161,64,24.7,Build Muscle,71,1,1,1,0,0
Male,49,165,97,35.6,Build Muscle,103,0,0,0,0,1
Female,29,157,97,39.4,Lose Weight,82,1,0,0,0,0
Female,50,151,111,48.7,Get Fit,111,0,1,0,0,0
Female,48,196,117,30.5,Build Muscle,124,1,0,0,0,0
Other,26,163,54,20.3,Build Muscle,62,1,0,0,1,1
Female,20,193,61,16.4,Build Muscle,70,1,0,0,0,0
Other,60,197,89,22.9,Lose Weight,77,0,1,1,0,0
Male,30,168,85,30.1,Get Fit,85,1,0,0,1,0
Female,27,160,85,33.2,Lose Weight,82,1,0,0,1,1
Other,40,185,90,26.3,Build Muscle,94,1,1,1,0,0
Male,37,189,93,26.0,Get Fit,93,1,1,0,0,0
Male,48,193,56,15.0,Lose Weight,47,1,0,0,0,0
Female,43,161,107,41.3,Get Fit,107,0,0,1,0,1
Male,60,184,60,17.7,Build Muscle,64,0,0,0,1,0
Male,47,169,109,38.2,Build Muscle,114,0,1,0,0,0
Other,34,173,100,33.4,Lose Weight,86,0,1,1,0,1
Female,19,154,110,46.4,Lose Weight,102,0,1,0,1,0
Female,40,188,66,18.7,Get Fit,66,0,0,0,1,0
Other,24,170,59,20.4,Build Muscle,69,0,0,0,1,1
Male,57,165,120,44.1,Lose Weight,110,1,0,1,0,0
Male,55,177,105,33.5,Get Fit,105,0,1,0,0,1
Male,60,192,59,16.0,Get Fit,59,1,0,0,1,1
Other,56,179,91,28.4,Get Fit,91,0,0,0,1,0
Male,37,175,58,18.9,Get Fit,58,0,0,0,0,1
Female,38,181,57,17.4,Lose Weight,51,0,0,0,0,1
Other,18,198,68,17.3,Get Fit,68,0,0,0,1,0
Other,36,174,107,35.3,Lose Weight,101,0,0,1,1,1
Other,37,177,94,30.0,Lose Weight,82,0,0,0,0,1
Other,43,158,87,34.9,Lose Weight,79,1,0,1,0,1
Other,40,157,86,34.9,Lose Weight,80,0,0,0,1,1
Other,38,195,98,25.8,Build Muscle,106,0,1,0,0,1
Other,29,180,67,20.7,Lose Weight,56,0,0,1,1,0
Male,36,192,66,17.9,Lose Weight,63,1,0,0,0,0
Male,49,192,105,28.5,Lose Weight,101,0,0,0,1,0
Female,56,177,73,23.3,Build Muscle,83,0,0,0,1,1
Female,40,164,73,27.1,Build Muscle,75,0,1,1,1,0
Other,35,176,119,38.4,Get Fit,119,1,0,0,0,1
Other,48,195,97,25.5,Lose Weight,85,1,1,0,0,0
Other,51,198,85,21.7,Build Muscle,95,0,0,0,0,1
Other,23,165,110,40.4,Get Fit,110,1,0,1,1,0
Male,39,184,51,15.1,Build Muscle,60,0,1,1,1,0
Female,36,168,71,25.2,Lose Weight,57,1,0,1,0,1
Other,48,187,71,20.3,Get Fit,71,0,0,1,0,0
Other,57,151,86,37.7,Build Muscle,89,0,0,0,0,1
Male,35,166,66,24.0,Get Fit,66,0,0,1,0,1
Male,25,188,72,20.4,Get Fit,72,0,1,0,1,1
Male,34,200,80,20.0,Build Muscle,84,1,0,1,0,1
Male,56,159,113,44.7,Build Muscle,121,0,0,0,1,0
Other,58,160,76,29.7,Get Fit,76,1,0,1,0,1
Female,25,153,71,30.3,Build Muscle,79,0,0,1,1,0
Other,52,164,98,36.4,Get Fit,98,0,1,0,1,1
Male,51,177,51,16.3,Build Muscle,60,1,0,1,0,0
Male,52,190,95,26.3,Build Muscle,101,0,0,1,0,1
Male,34,191,100,27.4,Build Muscle,105,0,1,1,0,1
Female,29,170,120,41.5,Lose Weight,107,1,0,0,0,0
Male,44,156,117,48.1,Lose Weight,104,0,1,1,0,0
Other,36,166,74,26.9,Lose Weight,71,1,0,1,0,1
Other,31,188,65,18.4,Get Fit,65,1,0,0,0,0
Other,26,174,73,24.1,Lose Weight,59,0,0,1,0,0
Female,47,192,59,16.0,Get Fit,59,0,0,1,1,0
Other,60,199,91,23.0,Build Muscle,95,0,0,1,0,0
Male,42,174,92,30.4,Lose Weight,85,0,1,0,1,0
Male,49,162,100,38.1,Lose Weight,87,1,1,0,0,0
Other,45,163,63,23.7,Build Muscle,69,1,0,0,0,0
Male,22,186,82,23.7,Build Muscle,84,1,1,0,0,0
Male,60,174,84,27.7,Lose Weight,70,1,0,0,1,0
Other,49,180,105,32.4,Build Muscle,108,1,1,0,0,1
Other,48,157,118,47.9,Build Muscle,125,1,0,1,1,0
Other,59,155,96,40.0,Get Fit,96,1,0,0,1,0
Female,59,162,72,27.4,Get Fit,72,0,0,0,1,0
Other,30,169,99,34.7,Lose Weight,86,1,0,1,1,0
Other,46,197,74,19.1,Lose Weight,71,1,0,0,0,0
Other,55,165,112,41.1,Build Muscle,115,0,0,1,1,1
Female,19,152,93,40.3,Lose Weight,85,1,0,0,1,1
Male,59,192,116,31.5,Build Muscle,126,0,0,0,0,1
Male,22,152,68,29.4,Build Muscle,70,1,0,0,0,1
Male,59,158,51,20.4,Lose Weight,38,0,0,1,0,0
Male,47,189,71,19.9,Get Fit,71,1,0,0,0,0
Male,49,188,78,22.1,Lose Weight,63,0,0,0,1,0
Female,43,170,65,22.5,Get Fit,65,0,1,0,1,1
Male,20,187,72,20.6,Build Muscle,75,0,0,1,0,0
Male,44,160,97,37.9,Get Fit,97,0,0,0,1,0
Male,55,152,67,29.0,Lose Weight,52,1,0,0,1,1
Male,49,155,50,20.8,Lose Weight,45,0,0,0,0,1
Female,44,194,110,29.2,Get Fit,110,0,1,0,0,0
Male,58,167,116,41.6,Build Muscle,124,0,1,0,0,0
Other,20,188,73,20.7,Get Fit,73,1,0,0,0,1
Other,37,172,103,34.8,Lose Weight,92,0,1,0,0,0
Male,51,156,96,39.4,Get Fit,96,0,1,1,1,0
Other,31,167,56,20.1,Lose Weight,52,0,0,0,1,0
Female,29,160,55,21.5,Lose Weight,42,0,1,1,0,0
Female,34,171,108,36.9,Lose Weight,104,1,1,0,0,1
Male,49,182,64,19.3,Lose Weight,58,0,1,1,1,0
Male,38,164,64,23.8,Build Muscle,69,0,1,0,0,0
Other,44,162,98,37.3,Lose Weight,94,0,0,0,1,1
Male,45,159,77,30.5,Get Fit,77,0,1,0,1,0
Female,26,179,74,23.1,Get Fit,74,0,1,1,0,0
Female,26,152,57,24.7,Build Muscle,61,0,0,0,1,0
Female,44,160,93,36.3,Lose Weight,86,0,1,1,0,1
Other,32,155,102,42.5,Get Fit,102,0,1,0,1,0
Female,35,150,104,46.2,Get Fit,104,0,1,0,0,0
