Gender,Age,Height_cm,Weight_kg,Fitness_Goal,Goal_Weight_kg,Has_No_Equipment,Has_Dumbbells,Has_Stationary_Bike,Has_Resistance_Band,Has_Yoga_Mat,Experience_Level,BMI
Female,43,178,52,Get Fit,73,0,1,1,0,0,Advanced,16.41
Male,44,175,72,Lose Weight,76,1,0,0,1,0,Beginner,23.51
Female,22,160,69,Build Muscle,69,0,1,0,0,0,Advanced,26.95
Female,37,185,80,Get Fit,46,0,1,1,1,1,Intermediate,23.37
Male,28,183,82,Build Muscle,69,1,1,1,1,0,Intermediate,24.49
Female,27,162,73,Build Muscle,47,1,1,1,0,1,Intermediate,27.82
Male,57,162,64,Build Muscle,58,0,1,1,1,1,Beginner,24.39
Female,55,164,77,Lose Weight,73,0,0,1,0,1,Advanced,28.63
Female,23,164,90,Build Muscle,71,1,0,0,0,0,Intermediate,33.46
Female,25,179,69,Get Fit,69,0,1,0,1,0,Advanced,21.53
Male,40,174,65,Lose Weight,78,0,1,1,0,0,Intermediate,21.47
Male,43,178,75,Get Fit,70,1,0,1,1,1,Advanced,23.67
Female,29,176,70,Get Fit,44,1,1,0,0,1,Intermediate,22.6
Male,43,187,49,Lose Weight,61,1,0,1,0,0,Beginner,14.01
Male,30,159,73,Get Fit,64,0,1,0,1,1,Beginner,28.88
Male,57,173,49,Get Fit,63,1,1,0,0,0,Beginner,16.37
Male,35,148,75,Lose Weight,58,1,0,0,0,0,Beginner,34.24
Male,42,156,58,Get Fit,54,0,1,0,0,0,Beginner,23.83
Male,50,169,70,Build Muscle,89,0,0,1,0,0,Advanced,24.51
Female,57,174,75,Get Fit,61,1,0,1,0,0,Intermediate,24.77
Female,29,168,106,Build Muscle,88,1,0,0,0,0,Advanced,37.56
Male,53,164,81,Get Fit,53,0,1,1,0,0,Advanced,30.12
Female,21,166,90,Lose Weight,71,0,0,1,0,1,Intermediate,32.66
Female,22,183,98,Lose Weight,67,1,0,1,1,0,Advanced,29.26
Female,54,166,77,Get Fit,55,1,1,1,0,1,Intermediate,27.94
Female,25,187,74,Lose Weight,60,0,1,0,0,1,Advanced,21.16
Male,59,177,53,Get Fit,64,1,1,1,1,0,Beginner,16.92
Female,45,174,68,Lose Weight,56,0,1,0,1,1,Beginner,22.46
Female,48,158,59,Build Muscle,62,1,1,0,1,1,Beginner,23.63
Male,26,179,63,Get Fit,41,0,1,1,0,1,Intermediate,19.66
Male,46,165,98,Build Muscle,72,0,0,0,1,0,Intermediate,36.0
Female,31,158,71,Build Muscle,77,1,1,1,1,0,Beginner,28.44
Female,57,175,56,Get Fit,69,1,0,1,0,0,Beginner,18.29
Female,58,156,90,Build Muscle,87,0,1,0,0,0,Advanced,36.98
Female,39,162,84,Get Fit,71,1,0,1,1,0,Intermediate,32.01
Female,28,169,85,Build Muscle,76,1,0,0,1,1,Beginner,29.76
Female,40,192,39,Get Fit,77,1,1,0,0,1,Intermediate,10.58
Male,18,163,99,Get Fit,37,0,1,1,0,0,Intermediate,37.26
Female,54,165,61,Lose Weight,69,1,0,1,0,1,Advanced,22.41
Female,38,177,81,Get Fit,51,1,1,1,0,1,Beginner,25.85
Male,43,157,107,Get Fit,53,0,1,0,0,1,Beginner,43.41
Male,53,174,102,Build Muscle,54,1,0,1,1,1,Beginner,33.69
Male,40,182,55,Get Fit,61,1,0,0,0,0,Beginner,16.6
Male,18,166,48,Lose Weight,71,0,0,0,0,0,Advanced,17.42
Female,57,180,91,Build Muscle,69,0,1,1,0,0,Beginner,28.09
Female,32,172,72,Build Muscle,64,1,1,1,0,1,Advanced,24.34
Female,38,162,62,Lose Weight,72,1,1,1,0,1,Beginner,23.62
Female,26,168,79,Build Muscle,72,0,1,0,1,0,Advanced,27.99
Female,26,166,67,Build Muscle,69,0,0,1,0,0,Beginner,24.31
Female,27,169,80,Build Muscle,47,1,1,0,1,1,Advanced,28.01
Male,43,171,71,Build Muscle,57,1,0,1,0,0,Advanced,24.28
Female,58,175,80,Lose Weight,65,1,1,1,1,0,Advanced,26.12
Male,52,175,56,Lose Weight,72,0,1,0,1,1,Beginner,18.29
Male,42,145,91,Build Muscle,51,1,0,0,0,1,Beginner,43.28
Female,43,169,80,Build Muscle,64,0,1,1,0,0,Intermediate,28.01
Male,28,154,79,Lose Weight,49,0,1,1,0,1,Beginner,33.31
Female,55,167,53,Lose Weight,75,0,0,1,0,0,Beginner,19.0
Male,19,168,95,Lose Weight,67,1,1,1,0,1,Beginner,33.66
Female,24,179,69,Build Muscle,51,1,0,1,1,1,Intermediate,21.53
Male,35,169,80,Build Muscle,51,1,0,0,0,0,Intermediate,28.01
Female,44,172,65,Get Fit,68,0,0,0,0,1,Beginner,21.97
Female,51,177,73,Lose Weight,78,1,0,0,1,0,Beginner,23.3
Female,44,182,74,Build Muscle,54,0,1,0,0,1,Beginner,22.34
Female,34,168,27,Lose Weight,72,0,1,1,1,0,Intermediate,9.57
Female,41,170,78,Build Muscle,59,0,1,0,0,1,Beginner,26.99
Male,42,170,99,Lose Weight,73,0,0,0,1,1,Beginner,34.26
Male,24,164,78,Build Muscle,71,0,1,0,0,0,Advanced,29.0
Male,23,162,55,Get Fit,66,0,1,1,1,1,Advanced,20.96
Female,41,147,79,Get Fit,46,1,1,0,1,0,Advanced,36.56
Male,50,159,85,Lose Weight,71,0,1,1,0,1,Advanced,33.62
Female,46,152,77,Build Muscle,70,1,0,0,0,1,Beginner,33.33
Female,39,182,68,Build Muscle,69,0,0,1,0,0,Intermediate,20.53
Male,43,171,66,Lose Weight,66,1,1,0,1,1,Beginner,22.57
Male,45,168,66,Build Muscle,56,1,0,1,1,1,Intermediate,23.38
Female,38,162,80,Lose Weight,75,1,1,0,1,0,Beginner,30.48
Male,24,170,48,Build Muscle,73,1,1,1,0,1,Intermediate,16.61
Female,34,161,64,Lose Weight,54,0,1,1,0,0,Intermediate,24.69
Female,37,171,93,Build Muscle,78,0,0,0,1,0,Beginner,31.8
Female,58,172,94,Lose Weight,66,0,1,1,0,0,Intermediate,31.77
Female,37,161,47,Build Muscle,66,0,0,1,1,1,Beginner,18.13
Female,39,161,53,Get Fit,63,1,0,0,0,1,Beginner,20.45
Male,45,179,65,Build Muscle,64,1,1,0,0,0,Beginner,20.29
Male,57,169,83,Lose Weight,78,1,0,1,1,1,Beginner,29.06
Female,24,162,42,Get Fit,75,0,0,0,0,0,Beginner,16.0
Female,18,166,69,Build Muscle,75,1,1,0,0,1,Advanced,25.04
Male,49,159,62,Get Fit,66,0,0,0,0,0,Beginner,24.52
Male,30,169,89,Build Muscle,73,1,0,1,0,0,Beginner,31.16
Female,47,178,44,Get Fit,56,1,1,1,0,1,Beginner,13.89
Male,40,169,71,Lose Weight,70,1,1,1,1,0,Intermediate,24.86
Female,36,193,64,Build Muscle,63,1,0,1,0,0,Intermediate,17.18
Male,49,174,92,Build Muscle,44,1,1,1,1,1,Intermediate,30.39
Female,47,172,78,Lose Weight,49,0,1,1,0,0,Intermediate,26.37
Male,46,160,61,Get Fit,58,1,0,1,0,0,Advanced,23.83
Female,46,167,82,Lose Weight,69,0,0,0,1,1,Advanced,29.4
Male,47,162,64,Lose Weight,58,0,1,1,1,0,Intermediate,24.39
Male,33,148,84,Get Fit,59,0,0,1,0,0,Beginner,38.35
Female,57,179,66,Lose Weight,72,0,1,0,0,0,Intermediate,20.6
Male,36,164,85,Build Muscle,59,0,1,0,1,0,Intermediate,31.6
Female,35,162,76,Build Muscle,78,0,0,0,1,0,Intermediate,28.96
Male,18,172,118,Build Muscle,76,0,0,1,1,0,Advanced,39.89
Female,31,175,69,Lose Weight,65,0,1,0,1,0,Intermediate,22.53
Male,19,166,75,Build Muscle,72,1,1,1,0,0,Advanced,27.22
Female,45,169,62,Build Muscle,71,1,1,1,0,1,Beginner,21.71
Male,47,177,70,Build Muscle,62,0,1,1,0,0,Beginner,22.34
Female,55,166,29,Build Muscle,73,0,0,0,0,0,Beginner,10.52
Male,21,173,76,Build Muscle,75,0,1,0,0,1,Advanced,25.39
Female,18,153,90,Build Muscle,55,1,0,1,1,0,Advanced,38.45
Female,25,157,75,Lose Weight,66,1,0,1,1,0,Intermediate,30.43
Female,46,176,50,Build Muscle,66,0,1,1,1,0,Intermediate,16.14
Male,56,157,57,Build Muscle,73,0,0,0,0,0,Intermediate,23.12
Female,20,172,33,Get Fit,60,1,0,1,1,0,Advanced,11.15
Male,49,168,84,Lose Weight,59,1,1,0,0,0,Advanced,29.76
Female,27,166,54,Lose Weight,66,0,0,1,0,1,Intermediate,19.6
Male,27,161,69,Lose Weight,76,0,0,0,0,1,Intermediate,26.62
Female,36,179,67,Lose Weight,53,0,1,1,1,1,Beginner,20.91
Male,51,187,92,Build Muscle,54,0,1,0,0,1,Intermediate,26.31
Male,50,173,71,Build Muscle,59,1,1,0,0,1,Beginner,23.72
Female,40,173,82,Get Fit,61,1,1,0,1,0,Beginner,27.4
Male,45,163,78,Get Fit,47,0,1,0,0,0,Advanced,29.36
Male,49,158,90,Lose Weight,79,0,1,0,1,0,Intermediate,36.05
Female,24,169,66,Get Fit,63,0,1,0,0,0,Advanced,23.11
Male,46,160,98,Get Fit,62,1,0,1,1,0,Beginner,38.28
Male,25,152,40,Lose Weight,81,0,0,1,0,1,Beginner,17.31
Male,18,178,82,Lose Weight,72,0,1,1,0,1,Beginner,25.88
Female,20,178,57,Get Fit,59,0,0,1,1,0,Beginner,17.99
Male,41,161,62,Build Muscle,66,1,0,0,0,0,Beginner,23.92
Female,40,172,78,Get Fit,64,0,1,1,1,0,Beginner,26.37
Male,25,180,78,Get Fit,79,1,0,0,0,1,Beginner,24.07
Male,54,172,79,Build Muscle,63,0,1,0,1,1,Beginner,26.7
Male,20,158,49,Build Muscle,50,0,0,0,0,0,Beginner,19.63
Female,50,167,91,Lose Weight,46,0,1,1,0,1,Intermediate,32.63
Male,45,183,56,Lose Weight,79,1,0,0,0,0,Beginner,16.72
Male,25,172,58,Get Fit,57,0,0,1,1,1,Intermediate,19.61
Female,51,175,79,Build Muscle,71,0,0,1,1,1,Intermediate,25.8
Male,52,173,65,Lose Weight,65,1,1,1,1,0,Beginner,21.72
Female,49,161,74,Get Fit,60,1,0,1,1,1,Advanced,28.55
Female,41,163,37,Build Muscle,62,1,0,1,1,1,Intermediate,13.93
Male,31,173,74,Get Fit,80,0,1,0,0,0,Intermediate,24.73
Female,49,178,73,Lose Weight,50,1,1,0,0,1,Beginner,23.04
Male,33,180,62,Lose Weight,61,0,0,1,0,0,Intermediate,19.14
Female,21,161,38,Build Muscle,74,1,0,0,0,1,Advanced,14.66
Female,54,174,66,Get Fit,52,1,0,1,0,0,Beginner,21.8
Male,38,181,69,Build Muscle,78,1,0,0,1,0,Beginner,21.06
Female,31,160,64,Lose Weight,73,0,1,0,0,1,Beginner,25.0
Female,48,184,42,Lose Weight,67,0,0,0,1,1,Intermediate,12.41
Female,35,186,93,Get Fit,59,0,0,0,0,0,Beginner,26.88
Female,24,196,60,Get Fit,50,0,1,0,1,1,Intermediate,15.62
Female,27,172,66,Get Fit,72,0,0,0,1,1,Beginner,22.31
Male,24,172,33,Build Muscle,92,0,0,0,1,1,Advanced,11.15
Female,50,178,93,Get Fit,66,0,0,0,0,0,Beginner,29.35
Male,40,177,63,Get Fit,46,0,1,0,0,0,Beginner,20.11
Female,38,181,71,Lose Weight,69,0,1,0,0,0,Intermediate,21.67
Male,36,177,86,Lose Weight,73,1,0,0,0,1,Beginner,27.45
Male,36,168,59,Get Fit,55,1,0,0,1,1,Beginner,20.9
Female,53,182,84,Get Fit,58,0,1,0,1,0,Beginner,25.36
Female,46,159,39,Lose Weight,57,0,0,1,1,0,Intermediate,15.43
Female,35,170,78,Get Fit,59,0,0,0,1,1,Advanced,26.99
Male,19,185,93,Build Muscle,63,0,1,0,0,1,Advanced,27.17
Female,18,157,61,Build Muscle,56,1,1,0,1,1,Beginner,24.75
Male,22,163,86,Build Muscle,52,1,1,0,0,1,Beginner,32.37
Male,37,176,97,Get Fit,66,0,0,0,1,0,Intermediate,31.31
Male,28,173,66,Lose Weight,63,1,0,0,1,1,Intermediate,22.05
Female,59,161,64,Get Fit,60,1,0,1,1,1,Beginner,24.69
Female,19,165,56,Get Fit,65,0,0,1,0,0,Beginner,20.57
Male,20,158,62,Lose Weight,49,0,1,1,0,0,Beginner,24.84
Male,40,179,57,Lose Weight,67,0,0,0,1,1,Intermediate,17.79
Female,29,167,56,Lose Weight,60,0,0,0,1,0,Beginner,20.08
Male,37,187,87,Build Muscle,67,1,1,0,1,1,Advanced,24.88
Female,22,170,58,Get Fit,68,0,1,1,0,1,Beginner,20.07
Male,54,167,73,Lose Weight,76,1,0,0,0,0,Beginner,26.18
Female,55,166,70,Get Fit,66,0,1,0,0,0,Beginner,25.4
Male,47,167,92,Build Muscle,75,1,1,1,1,1,Beginner,32.99
Female,26,171,62,Build Muscle,61,0,0,1,0,0,Beginner,21.2
Male,51,195,75,Lose Weight,62,0,0,0,1,1,Beginner,19.72
Female,52,166,81,Lose Weight,64,1,0,0,0,1,Beginner,29.39
Female,39,166,92,Get Fit,72,1,0,0,1,1,Beginner,33.39
Male,41,170,62,Lose Weight,71,1,1,0,1,0,Beginner,21.45
Male,34,180,60,Get Fit,66,0,1,1,0,1,Advanced,18.52
Female,27,155,54,Lose Weight,52,1,0,0,1,1,Intermediate,22.48
Male,47,174,103,Get Fit,71,1,0,0,1,1,Intermediate,34.02
Female,40,161,90,Get Fit,56,1,1,1,1,0,Beginner,34.72
Male,49,175,69,Get Fit,55,1,0,0,0,1,Beginner,22.53
Female,34,165,98,Get Fit,53,1,0,0,1,1,Beginner,36.0
Female,34,146,68,Build Muscle,64,1,0,1,0,1,Intermediate,31.9
Female,31,173,80,Get Fit,77,1,0,1,0,0,Beginner,26.73
Female,26,173,70,Lose Weight,55,1,1,0,1,1,Beginner,23.39
Female,57,164,75,Build Muscle,81,1,0,1,0,1,Intermediate,27.89
Female,19,163,74,Build Muscle,74,0,1,1,1,0,Beginner,27.85
Male,42,156,63,Get Fit,50,0,0,0,0,0,Beginner,25.89
Male,56,177,86,Build Muscle,61,1,0,1,1,1,Beginner,27.45
Male,26,178,80,Get Fit,54,0,1,0,0,1,Intermediate,25.25
Female,39,161,85,Lose Weight,71,0,0,0,1,1,Intermediate,32.79
Female,21,164,74,Get Fit,55,1,1,0,1,0,Beginner,27.51
Female,43,169,56,Build Muscle,48,1,0,0,1,0,Beginner,19.61
Female,46,192,95,Lose Weight,61,1,0,1,1,1,Intermediate,25.77
Male,51,175,66,Get Fit,76,1,0,0,0,0,Beginner,21.55
Male,40,160,75,Lose Weight,63,1,0,0,0,1,Intermediate,29.3
Female,54,173,79,Lose Weight,68,1,0,0,1,1,Intermediate,26.4
Male,28,156,75,Build Muscle,69,0,1,0,0,0,Beginner,30.82
Male,23,177,83,Lose Weight,49,1,1,1,1,1,Beginner,26.49
Female,35,186,86,Build Muscle,56,0,0,1,1,0,Intermediate,24.86
Male,38,186,66,Lose Weight,65,1,0,1,0,0,Beginner,19.08
Female,59,177,94,Get Fit,59,1,1,0,0,1,Beginner,30.0
Male,53,164,65,Lose Weight,82,0,1,1,1,0,Intermediate,24.17
Female,58,156,75,Get Fit,52,1,0,1,0,1,Beginner,30.82
Female,55,155,64,Get Fit,55,1,0,0,1,0,Beginner,26.64
Female,51,141,59,Lose Weight,67,0,1,1,0,1,Beginner,29.68
Female,34,176,85,Get Fit,58,1,0,0,0,1,Intermediate,27.44
Male,54,168,116,Lose Weight,36,0,1,1,0,1,Beginner,41.1
Female,42,179,64,Lose Weight,84,1,0,1,0,0,Advanced,19.97
Female,55,184,88,Get Fit,54,1,1,1,0,1,Intermediate,25.99
Female,29,170,65,Get Fit,70,0,1,1,1,0,Beginner,22.49
Male,40,171,69,Build Muscle,52,1,0,0,0,0,Beginner,23.6
Female,59,165,96,Get Fit,56,0,1,0,0,0,Beginner,35.26
Male,39,166,53,Build Muscle,48,0,0,1,1,0,Intermediate,19.23
Female,38,177,49,Get Fit,57,0,0,0,1,0,Advanced,15.64
Male,44,168,68,Lose Weight,58,1,0,1,1,1,Intermediate,24.09
Male,48,166,79,Get Fit,63,1,0,1,0,0,Beginner,28.67
Female,23,169,76,Lose Weight,61,0,1,1,0,1,Intermediate,26.61
Male,44,178,75,Lose Weight,50,1,0,1,1,1,Beginner,23.67
Female,57,163,70,Lose Weight,59,1,0,1,1,0,Intermediate,26.35
Female,51,169,81,Build Muscle,79,1,0,1,1,1,Intermediate,28.36
Female,29,172,26,Get Fit,78,0,0,0,1,1,Beginner,8.79
Male,24,181,58,Lose Weight,69,1,1,0,0,0,Beginner,17.7
Male,27,167,68,Lose Weight,71,0,0,1,0,1,Intermediate,24.38
Female,34,162,80,Build Muscle,85,1,1,0,0,0,Intermediate,30.48
Female,43,165,92,Get Fit,70,1,1,1,0,0,Beginner,33.79
Male,38,180,56,Get Fit,71,0,1,0,0,0,Beginner,17.28
Female,45,190,91,Build Muscle,49,1,0,0,1,1,Intermediate,25.21
Female,19,156,63,Build Muscle,53,0,0,0,0,1,Beginner,25.89
Female,18,159,68,Get Fit,64,1,0,1,1,1,Beginner,26.9
Male,53,168,78,Build Muscle,56,0,0,0,1,1,Beginner,27.64
Male,43,171,66,Get Fit,55,1,1,1,1,0,Beginner,22.57
Male,46,177,86,Get Fit,56,1,1,1,0,0,Intermediate,27.45
Female,38,161,63,Lose Weight,50,1,0,1,1,1,Advanced,24.3
Female,28,159,64,Lose Weight,57,0,0,0,0,0,Intermediate,25.32
Female,57,171,85,Get Fit,68,0,0,0,1,1,Beginner,29.07
Male,28,167,58,Get Fit,82,0,0,0,0,0,Intermediate,20.8
Female,53,179,73,Get Fit,72,1,0,1,1,0,Beginner,22.78
Female,56,174,45,Get Fit,71,0,0,1,0,0,Beginner,14.86
Female,57,175,97,Get Fit,48,0,0,0,1,0,Advanced,31.67
Female,52,168,88,Get Fit,66,0,1,1,1,0,Beginner,31.18
Male,51,193,111,Build Muscle,64,0,1,0,1,1,Advanced,29.8
Male,41,161,90,Get Fit,67,0,1,0,1,1,Beginner,34.72
Female,39,176,53,Build Muscle,61,0,1,0,0,0,Intermediate,17.11
Male,22,157,80,Build Muscle,81,0,0,0,0,1,Beginner,32.46
Male,50,159,56,Get Fit,65,0,0,1,0,0,Beginner,22.15
Female,53,163,93,Get Fit,66,0,0,0,1,0,Beginner,35.0
Female,37,186,53,Build Muscle,45,0,0,0,1,0,Advanced,15.32
Male,36,172,52,Build Muscle,63,1,0,0,1,0,Intermediate,17.58
Female,52,164,45,Get Fit,76,1,1,0,1,1,Advanced,16.73
Male,34,173,62,Get Fit,70,0,0,0,1,0,Intermediate,20.72
Female,51,170,59,Build Muscle,43,1,1,0,1,1,Advanced,20.42
Male,26,165,51,Build Muscle,60,1,0,0,0,0,Beginner,18.73
Female,43,156,99,Build Muscle,82,0,1,1,0,0,Beginner,40.68
Male,19,184,77,Lose Weight,63,0,0,1,0,1,Intermediate,22.74
Male,26,172,76,Build Muscle,68,0,1,1,0,0,Intermediate,25.69
Male,26,191,93,Lose Weight,81,1,0,1,0,0,Intermediate,25.49
Female,57,179,73,Get Fit,63,0,0,0,0,1,Beginner,22.78
Male,34,175,58,Get Fit,72,1,0,1,0,1,Beginner,18.94
Male,18,165,44,Build Muscle,69,0,0,1,0,1,Advanced,16.16
Female,42,159,57,Get Fit,71,1,1,1,1,0,Intermediate,22.55
Female,57,167,92,Get Fit,68,1,0,0,1,0,Beginner,32.99
Male,59,158,51,Get Fit,59,0,1,1,1,1,Intermediate,20.43
Male,42,176,75,Get Fit,60,0,0,1,1,1,Advanced,24.21
Female,56,186,85,Lose Weight,56,1,1,0,1,0,Beginner,24.57
Female,52,167,74,Lose Weight,48,1,0,1,1,0,Advanced,26.53
Female,20,179,75,Build Muscle,77,0,0,0,1,1,Advanced,23.41
Female,54,163,79,Build Muscle,65,0,1,1,0,1,Advanced,29.73
Female,47,166,75,Build Muscle,76,1,0,0,0,1,Advanced,27.22
Male,55,161,94,Get Fit,80,0,0,1,1,1,Intermediate,36.26
Female,51,148,54,Get Fit,65,1,1,1,0,0,Beginner,24.65
Male,29,169,73,Lose Weight,51,0,0,1,0,0,Beginner,25.56
Male,36,171,42,Lose Weight,63,0,1,0,0,0,Beginner,14.36
Male,54,180,38,Build Muscle,58,0,0,1,0,0,Beginner,11.73
Female,34,177,68,Lose Weight,45,1,1,0,0,1,Beginner,21.71
Male,27,178,78,Lose Weight,59,0,1,0,1,0,Beginner,24.62
Male,29,160,94,Lose Weight,64,1,1,0,0,1,Beginner,36.72
Female,33,174,106,Lose Weight,58,0,1,0,1,0,Beginner,35.01
Male,41,185,89,Lose Weight,57,1,0,1,1,0,Advanced,26.0
Male,36,173,80,Build Muscle,52,1,0,1,1,0,Beginner,26.73
Female,25,188,72,Build Muscle,66,0,1,1,0,1,Intermediate,20.37
Male,48,190,47,Lose Weight,83,1,0,0,1,0,Intermediate,13.02
Male,38,167,67,Build Muscle,77,1,0,1,1,1,Beginner,24.02
Male,34,163,89,Get Fit,71,1,0,0,1,1,Advanced,33.5
Female,40,162,83,Lose Weight,71,1,1,0,1,0,Intermediate,31.63
Female,54,154,50,Get Fit,63,0,0,0,0,1,Beginner,21.08
Female,33,164,79,Build Muscle,46,0,0,1,1,0,Beginner,29.37
Male,23,182,77,Build Muscle,61,0,1,1,1,1,Beginner,23.25
Male,25,147,75,Get Fit,55,1,0,0,1,0,Beginner,34.71
Female,42,159,69,Build Muscle,66,1,1,1,1,1,Beginner,27.29
Male,35,168,79,Lose Weight,77,0,1,1,0,1,Intermediate,27.99
Male,42,161,80,Get Fit,84,0,1,0,1,0,Advanced,30.86
Female,29,164,60,Lose Weight,65,1,0,0,1,0,Intermediate,22.31
Female,32,164,76,Get Fit,48,0,0,1,1,0,Beginner,28.26
Male,43,167,67,Build Muscle,65,0,1,0,1,0,Beginner,24.02
Male,58,162,47,Get Fit,65,1,1,0,1,1,Beginner,17.91
Male,43,161,61,Get Fit,71,0,1,1,1,1,Beginner,23.53
Female,49,179,46,Lose Weight,64,1,1,1,0,1,Beginner,14.36
Female,27,180,84,Build Muscle,65,0,1,0,1,1,Advanced,25.93
Female,33,156,75,Lose Weight,58,1,1,1,0,0,Beginner,30.82
Female,24,142,64,Build Muscle,61,1,0,0,0,1,Advanced,31.74
Male,34,180,91,Lose Weight,70,1,1,0,1,0,Beginner,28.09
Female,40,157,71,Get Fit,44,1,1,1,0,1,Advanced,28.8
Female,43,172,48,Lose Weight,61,1,1,0,1,0,Intermediate,16.22
Female,38,154,63,Build Muscle,71,0,0,0,0,0,Intermediate,26.56
Female,39,182,94,Build Muscle,81,0,0,0,1,0,Beginner,28.38
Female,24,195,59,Get Fit,61,0,0,1,0,0,Advanced,15.52
Male,31,171,74,Build Muscle,76,1,0,1,0,0,Advanced,25.31
Male,32,169,81,Lose Weight,81,0,1,1,1,1,Intermediate,28.36
Female,24,166,78,Get Fit,61,1,0,0,0,0,Intermediate,28.31
Male,26,177,106,Build Muscle,59,1,1,0,0,1,Intermediate,33.83
Female,25,175,52,Build Muscle,63,0,1,1,0,1,Beginner,16.98
Female,40,180,53,Lose Weight,64,1,1,1,0,0,Intermediate,16.36
Male,46,163,52,Lose Weight,75,0,1,1,0,1,Advanced,19.57
Male,35,173,65,Get Fit,57,1,1,0,1,1,Beginner,21.72
Female,48,164,86,Build Muscle,80,1,1,1,0,1,Beginner,31.98
Female,47,159,54,Lose Weight,56,0,0,0,0,0,Beginner,21.36
Female,56,169,86,Get Fit,52,1,0,1,1,0,Intermediate,30.11
Male,52,160,70,Build Muscle,70,0,0,0,1,0,Beginner,27.34
Female,35,181,53,Build Muscle,77,1,0,0,1,0,Beginner,16.18
Female,59,161,43,Get Fit,66,0,0,1,0,1,Beginner,16.59
Female,56,173,47,Get Fit,69,1,1,0,0,1,Intermediate,15.7
Male,34,163,60,Lose Weight,84,0,0,1,0,1,Beginner,22.58
Female,31,172,67,Build Muscle,77,0,0,0,0,1,Intermediate,22.65
Female,48,164,90,Build Muscle,65,1,0,0,1,1,Beginner,33.46
Male,41,157,81,Build Muscle,60,0,1,1,1,1,Intermediate,32.86
Female,52,174,57,Get Fit,75,1,1,0,0,0,Advanced,18.83
Female,51,167,76,Lose Weight,73,1,1,1,0,1,Beginner,27.25
Male,20,172,94,Build Muscle,69,0,0,1,0,1,Beginner,31.77
Female,54,165,98,Get Fit,61,0,0,1,0,1,Advanced,36.0
Male,57,156,65,Build Muscle,64,0,0,0,1,0,Beginner,26.71
Male,43,180,84,Lose Weight,63,0,0,0,1,1,Beginner,25.93
Female,40,177,90,Build Muscle,61,0,0,0,0,1,Advanced,28.73
Female,56,164,47,Lose Weight,58,1,1,1,1,0,Advanced,17.47
Female,32,170,62,Lose Weight,67,0,0,1,0,1,Intermediate,21.45
Female,21,180,103,Build Muscle,58,1,1,0,0,0,Beginner,31.79
Male,46,165,65,Build Muscle,66,0,0,0,1,0,Beginner,23.88
Female,39,166,26,Lose Weight,44,0,1,1,0,1,Beginner,9.44
Male,42,172,68,Get Fit,59,0,1,0,1,1,Intermediate,22.99
Female,30,165,86,Lose Weight,75,1,1,1,0,0,Intermediate,31.59
Female,35,178,70,Build Muscle,55,0,1,0,1,1,Advanced,22.09
Female,50,168,80,Build Muscle,70,1,0,1,0,1,Beginner,28.34
Male,33,162,84,Get Fit,56,1,0,0,1,0,Intermediate,32.01
Female,59,176,64,Lose Weight,72,1,0,0,0,0,Beginner,20.66
Female,19,158,62,Lose Weight,62,0,1,1,0,1,Beginner,24.84
Female,52,190,72,Lose Weight,61,1,0,1,1,0,Intermediate,19.94
Female,59,185,72,Build Muscle,65,0,0,1,0,1,Beginner,21.04
Male,51,175,70,Lose Weight,51,1,0,0,1,1,Intermediate,22.86
Female,47,174,71,Get Fit,74,0,0,1,1,1,Intermediate,23.45
Male,30,173,58,Build Muscle,78,1,1,1,0,1,Advanced,19.38
Male,30,165,81,Build Muscle,61,0,1,0,0,0,Intermediate,29.75
Male,35,172,78,Lose Weight,70,0,0,1,0,1,Advanced,26.37
Male,49,160,49,Get Fit,72,0,0,1,0,0,Intermediate,19.14
Male,49,175,64,Build Muscle,64,1,0,1,1,1,Beginner,20.9
Male,52,178,71,Build Muscle,53,1,1,0,0,1,Beginner,22.41
Female,56,166,61,Lose Weight,80,0,1,0,0,0,Intermediate,22.14
Male,46,164,79,Lose Weight,61,1,1,0,0,1,Intermediate,29.37
Male,46,157,68,Get Fit,58,1,0,1,1,0,Intermediate,27.59
Male,33,184,72,Lose Weight,81,1,1,0,0,0,Beginner,21.27
Female,27,164,63,Get Fit,71,1,1,1,1,1,Beginner,23.42
Female,47,168,40,Build Muscle,67,1,1,1,0,1,Beginner,14.17
Male,42,173,39,Get Fit,55,1,1,1,1,1,Intermediate,13.03
Female,56,172,78,Get Fit,73,1,1,0,0,1,Intermediate,26.37
Male,37,177,74,Get Fit,93,0,0,0,0,0,Intermediate,23.62
Male,22,166,76,Build Muscle,73,0,0,1,1,1,Beginner,27.58
Female,18,158,72,Lose Weight,69,1,0,1,0,1,Beginner,28.84
Male,47,156,73,Build Muscle,72,0,0,0,0,1,Intermediate,30.0
Female,20,164,84,Lose Weight,61,0,1,0,0,1,Intermediate,31.23
Female,31,160,76,Get Fit,61,0,0,0,1,1,Beginner,29.69
Male,47,166,85,Get Fit,61,1,0,1,0,0,Intermediate,30.85
Male,21,183,72,Get Fit,59,1,0,0,1,1,Beginner,21.5
Female,35,166,65,Get Fit,61,1,1,0,1,0,Intermediate,23.59
Male,54,166,72,Get Fit,61,1,0,0,1,1,Advanced,26.13
Male,42,169,57,Lose Weight,62,1,1,1,0,1,Intermediate,19.96
